Date (GMT),Open,Last,emaTrend,trendBrDana,FutureReturn,FutureEmaTrend,FutureTrendBrDana
2019-06-12,46.46,45.09,1,0,1.6399999999999935,1.0,0.0
2019-06-13,45.45,46.05,1,0,1.230000000000004,1.0,0.0
2019-06-14,45.8,45.62,1,0,1.5800000000000054,1.0,0.0
2019-06-17,45.7,45.07,-1,0,2.4299999999999997,1.0,0.0
2019-06-18,45.55,45.77,1,0,2.2099999999999937,1.0,0.0
2019-06-19,45.77,45.33,1,0,3.3299999999999983,1.0,0.0
2019-06-20,45.99,45.67,1,0,2.479999999999997,1.0,0.0
2019-06-21,45.53,45.91,1,0,0.5600000000000023,-1.0,0.0
2019-06-24,45.64,47.15,1,0,-0.7800000000000011,-1.0,0.0
2019-06-25,47.07,46.2,1,0,0.6400000000000006,-1.0,0.0
2019-06-26,46.36,46.73,1,0,0.6100000000000065,1.0,0.0
2019-06-27,47.09,47.28,1,0,-0.0799999999999983,1.0,0.0
2019-06-28,47.5,47.2,1,0,0.45999999999999375,1.0,0.0
2019-07-01,47.88,47.5,1,0,-0.509999999999998,-1.0,0.0
2019-07-02,47.96,47.98,1,0,-1.2999999999999972,-1.0,0.0
2019-07-03,48.05,48.66,1,0,-2.9399999999999977,-1.0,0.0
2019-07-05,48.33,48.15,1,0,-3.009999999999998,-1.0,0.0
2019-07-08,47.8,46.47,-1,0,-0.8999999999999986,-1.0,0.0
2019-07-09,46.17,46.37,-1,0,-0.44999999999999574,-1.0,0.0
2019-07-10,46.9,46.84,-1,0,0.01999999999999602,1.0,0.0
2019-07-11,46.92,47.34,1,0,-0.15000000000000568,1.0,0.0
2019-07-12,47.63,47.2,1,0,0.7899999999999991,1.0,0.0
2019-07-15,47.26,47.66,1,0,0.7900000000000063,1.0,0.0
2019-07-16,47.61,46.99,-1,0,1.2999999999999972,1.0,0.0
2019-07-17,46.92,46.68,-1,0,2.0600000000000023,1.0,0.0
2019-07-18,46.45,45.72,-1,0,4.469999999999999,1.0,0.0
2019-07-19,46.0,45.14,-1,0,3.8800000000000026,1.0,1.0
2019-07-22,45.33,45.57,-1,0,0.5300000000000011,-1.0,0.0
2019-07-23,45.82,45.92,-1,0,0.6700000000000017,-1.0,0.0
2019-07-24,45.71,46.86,1,0,1.240000000000002,1.0,0.0
2019-07-25,47.36,47.19,1,0,2.1400000000000006,1.0,0.0
2019-07-26,47.48,47.99,1,0,0.07000000000000028,1.0,0.0
2019-07-29,48.0,48.45,1,0,-1.3700000000000045,-1.0,0.0
2019-07-30,48.1,48.29,1,0,-0.1599999999999966,1.0,0.0
2019-07-31,48.79,48.74,1,0,-3.480000000000004,-1.0,0.0
2019-08-01,48.93,50.19,1,0,-4.68,-1.0,0.0
2019-08-02,49.8,49.02,1,1,-2.3600000000000065,-1.0,0.0
2019-08-05,47.87,46.1,-1,0,1.8200000000000003,1.0,0.0
2019-08-06,47.45,46.59,-1,0,2.2099999999999937,1.0,0.0
2019-08-07,46.11,48.1,1,0,0.9399999999999977,1.0,0.0
2019-08-08,48.41,49.33,1,0,-0.25,1.0,0.0
2019-08-09,48.76,48.06,1,0,-0.730000000000004,-1.0,0.0
2019-08-12,47.73,47.08,-1,0,1.6099999999999994,1.0,0.0
2019-08-13,46.99,48.13,1,0,2.960000000000001,1.0,0.0
2019-08-14,47.09,45.26,-1,0,4.950000000000003,1.0,0.0
2019-08-15,45.53,45.51,-1,0,5.450000000000003,1.0,0.0
2019-08-16,45.94,46.66,-1,0,3.940000000000005,1.0,0.0
2019-08-19,47.55,47.92,1,0,3.1400000000000006,1.0,0.0
2019-08-20,47.67,48.8,1,0,4.700000000000003,1.0,0.0
2019-08-21,49.1,49.04,1,0,5.539999999999999,1.0,0.0
2019-08-22,49.29,49.08,1,0,5.5,1.0,0.0
2019-08-23,48.6,47.33,-1,0,7.859999999999999,1.0,0.0
2019-08-26,47.99,48.69,1,0,7.340000000000003,1.0,0.0
2019-08-27,50.5,51.09,1,0,3.819999999999993,1.0,0.0
2019-08-28,50.63,50.21,1,0,5.240000000000002,1.0,0.0
2019-08-29,51.0,50.96,1,0,4.990000000000002,1.0,0.0
2019-08-30,51.29,50.6,1,0,5.18,1.0,0.0
2019-09-03,50.48,51.06,1,0,4.289999999999999,1.0,0.0
2019-09-04,52.06,53.5,1,0,1.6199999999999974,1.0,0.0
2019-09-05,55.15,54.58,1,0,0.4299999999999997,1.0,0.0
2019-09-06,54.67,54.58,1,0,0.17999999999999972,-1.0,0.0
2019-09-09,55.25,55.19,1,0,-1.009999999999998,-1.0,0.0
2019-09-10,54.75,56.03,1,0,-2.0700000000000003,-1.0,-1.0
2019-09-11,56.54,54.91,1,0,0.030000000000001137,1.0,-1.0
2019-09-12,56.46,55.45,1,0,-1.230000000000004,-1.0,0.0
2019-09-13,55.64,55.95,1,0,-3.6200000000000045,-1.0,-1.0
2019-09-16,55.18,55.78,1,0,-2.8599999999999994,-1.0,-1.0
2019-09-17,55.5,55.35,1,0,-2.450000000000003,-1.0,-1.0
2019-09-18,55.21,55.12,1,0,-2.8699999999999974,-1.0,-1.0
2019-09-19,55.43,55.01,1,0,-0.9399999999999977,1.0,0.0
2019-09-20,55.04,54.76,-1,0,0.6799999999999997,1.0,0.0
2019-09-23,54.47,54.18,-1,0,1.2299999999999969,1.0,0.0
2019-09-24,54.61,53.96,-1,-1,0.1700000000000017,-1.0,0.0
2019-09-25,53.89,54.94,1,-1,-1.509999999999998,-1.0,0.0
2019-09-26,54.72,54.22,-1,0,-0.5300000000000011,-1.0,0.0
2019-09-27,54.21,52.33,-1,-1,2.490000000000002,1.0,0.0
2019-09-30,52.6,52.92,-1,-1,2.0899999999999963,1.0,0.0
2019-10-01,53.34,52.9,-1,-1,2.6600000000000037,1.0,1.0
2019-10-02,51.9,52.25,-1,-1,3.3400000000000034,1.0,1.0
2019-10-03,52.19,54.07,1,0,1.5200000000000031,1.0,1.0
2019-10-04,54.75,55.44,1,0,-0.8999999999999986,-1.0,0.0
2019-10-07,55.06,55.41,1,0,0.10000000000000142,1.0,0.0
2019-10-08,54.75,54.13,-1,0,0.39000000000000057,-1.0,0.0
2019-10-09,53.76,53.43,-1,0,1.3699999999999974,-1.0,0.0
2019-10-10,52.93,53.69,-1,0,1.75,1.0,0.0
2019-10-11,54.35,54.82,1,0,0.4399999999999977,1.0,0.0
2019-10-14,54.35,55.01,1,0,-0.44999999999999574,-1.0,0.0
2019-10-15,55.15,55.56,1,1,-1.5600000000000023,-1.0,0.0
2019-10-16,55.4,55.59,1,1,0.27999999999999403,1.0,0.0
2019-10-17,56.0,55.59,1,1,0.4399999999999977,1.0,0.0
2019-10-18,55.66,54.54,-1,0,1.2800000000000011,1.0,0.0
2019-10-21,55.25,55.51,1,0,0.20000000000000284,1.0,0.0
2019-10-22,55.67,54.52,-1,0,1.019999999999996,1.0,0.0
2019-10-23,54.56,54.8,-1,0,1.5600000000000023,1.0,0.0
2019-10-24,55.18,55.44,1,0,-0.8900000000000006,-1.0,0.0
2019-10-25,56.21,55.26,1,0,-0.9600000000000009,-1.0,0.0
2019-10-28,55.99,54.56,-1,0,-2.039999999999999,-1.0,0.0
2019-10-29,54.47,54.0,-1,0,-2.049999999999997,-1.0,0.0
2019-10-30,55.25,55.87,1,0,-3.539999999999999,-1.0,0.0
2019-10-31,55.93,56.03,1,0,-3.3299999999999983,-1.0,0.0
2019-11-01,56.21,55.82,1,0,-2.3800000000000026,-1.0,0.0
2019-11-04,55.56,55.71,1,0,-2.980000000000004,-1.0,0.0
2019-11-05,55.8,55.54,1,0,-2.259999999999998,-1.0,0.0
2019-11-06,55.78,56.36,1,0,-2.2749999999999986,1.0,0.0
2019-11-07,56.75,54.55,-1,0,-0.8599999999999994,1.0,0.0
2019-11-08,53.5,54.3,-1,0,-1.259999999999998,-1.0,0.0
2019-11-11,53.85,52.52,-1,0,1.2099999999999937,1.0,0.0
2019-11-12,52.7,51.95,-1,0,2.219999999999999,1.0,0.0
2019-11-13,51.6,52.33,-1,0,2.1499999999999986,1.0,0.0
2019-11-14,52.32,52.7,-1,0,2.1299999999999955,1.0,0.0
2019-11-15,53.15,53.44,-1,0,0.7899999999999991,1.0,0.0
2019-11-18,53.43,52.73,-1,0,1.8600000000000065,1.0,0.0
2019-11-19,53.1,53.28,-1,0,0.6000000000000014,-1.0,0.0
2019-11-20,53.24,54.085,1,0,0.9050000000000011,1.0,0.0
2019-11-21,53.95,53.69,1,0,1.5200000000000031,1.0,0.0
2019-11-22,53.77,53.04,-1,0,1.3500000000000014,-1.0,1.0
2019-11-25,53.23,53.73,1,0,2.210000000000001,1.0,0.0
2019-11-26,53.93,54.17,1,0,2.309999999999995,1.0,0.0
2019-11-27,54.33,54.48,1,0,4.080000000000005,1.0,0.0
2019-11-29,54.13,54.83,1,0,3.8200000000000003,1.0,0.0
2019-12-02,54.93,54.23,1,0,4.380000000000003,1.0,1.0
2019-12-03,53.61,54.59,1,0,3.6699999999999946,1.0,0.0
2019-12-04,54.75,53.88,-1,0,5.140000000000001,1.0,0.0
2019-12-05,54.09,54.99,1,0,4.140000000000001,1.0,0.0
2019-12-06,55.12,55.21,1,0,4.009999999999998,1.0,0.0
2019-12-09,55.12,54.39,-1,1,4.5,1.0,0.0
2019-12-10,54.46,55.94,1,0,2.8700000000000045,1.0,0.0
2019-12-11,55.94,56.48,1,0,2.4100000000000037,1.0,0.0
2019-12-12,56.6,58.56,1,0,0.625,1.0,0.0
2019-12-13,58.5,58.65,1,0,0.23000000000000398,1.0,0.0
2019-12-16,59.23,58.61,1,1,0.8100000000000023,1.0,0.0
2019-12-17,58.7,58.26,1,0,0.39000000000000057,-1.0,0.0
2019-12-18,58.34,59.02,1,0,-0.3500000000000014,-1.0,0.0
2019-12-19,58.71,59.13,1,0,0.6099999999999994,1.0,0.0
2019-12-20,59.4,59.22,1,0,1.115000000000002,1.0,0.0
2019-12-23,59.6,58.89,1,0,0.990000000000002,1.0,0.0
2019-12-24,58.78,58.81,1,0,0.5300000000000011,1.0,0.0
2019-12-26,58.81,58.89,1,0,0.060000000000002274,-1.0,0.0
2019-12-27,59.21,59.185,1,0,0.054999999999999716,1.0,0.0
2019-12-30,59.35,58.88,1,0,1.1699999999999946,1.0,0.0
2019-12-31,58.72,59.42,1,0,0.21999999999999886,1.0,0.0
2020-01-02,59.91,58.65,-1,0,1.7800000000000011,1.0,0.0
2020-01-03,58.03,58.67,-1,0,2.5700000000000003,1.0,0.0
2020-01-06,58.47,59.74,1,0,1.6799999999999997,1.0,0.0
2020-01-07,59.69,60.335,1,0,-0.015000000000000568,1.0,0.0
2020-01-08,60.0,59.88,1,0,0.25,-1.0,0.0
2020-01-09,60.24,59.34,1,0,0.05999999999999517,-1.0,0.0
2020-01-10,59.76,58.95,-1,0,-0.6300000000000026,-1.0,0.0
2020-01-13,59.12,59.24,1,0,0.7899999999999991,1.0,0.0
2020-01-14,59.58,60.05,1,0,0.3500000000000014,1.0,0.0
2020-01-15,60.05,59.64,1,0,1.25,1.0,0.0
2020-01-16,60.0,60.43,1,0,-1.9500000000000028,-1.0,0.0
2020-01-17,60.61,61.24,1,0,-3.030000000000001,-1.0,0.0
2020-01-21,61.0,61.42,1,0,-2.210000000000001,-1.0,0.0
2020-01-22,61.65,60.32,1,0,-1.4699999999999989,-1.0,0.0
2020-01-23,60.32,60.13,-1,0,0.12999999999999545,1.0,0.0
2020-01-24,60.22,59.4,-1,0,2.1300000000000026,1.0,0.0
2020-01-27,58.19,58.32,-1,0,3.3100000000000023,1.0,0.0
2020-01-28,58.79,60.03,1,0,1.1599999999999966,1.0,0.0
2020-01-29,60.49,60.4,1,0,2.3999999999999986,1.0,0.0
2020-01-30,59.92,60.89,1,0,1.7000000000000028,1.0,0.0
2020-01-31,60.2,58.48,-1,0,5.040000000000006,1.0,0.0
2020-02-03,58.64,58.21,-1,0,5.530000000000001,1.0,1.0
2020-02-04,58.86,59.21,-1,0,5.160000000000004,1.0,1.0
2020-02-05,60.14,58.85,-1,0,5.149999999999999,1.0,1.0
2020-02-06,59.19,60.26,1,0,3.115000000000002,1.0,1.0
2020-02-07,61.33,61.53,1,0,0.7800000000000011,-1.0,0.0
2020-02-10,61.42,61.63,1,0,-2.1200000000000045,-1.0,0.0
2020-02-11,61.93,61.19,1,0,-1.8200000000000003,-1.0,0.0
2020-02-12,61.5,62.8,1,0,-4.469999999999999,-1.0,0.0
2020-02-13,62.25,62.59,1,0,-4.460000000000001,-1.0,0.0
2020-02-14,62.69,63.52,1,0,-2.9299999999999997,1.0,0.0
2020-02-18,63.36,63.74,1,1,-4.990000000000002,-1.0,0.0
2020-02-19,64.0,64.37,1,1,-1.8200000000000074,1.0,0.0
2020-02-20,64.02,64.0,1,1,-2.479999999999997,1.0,0.0
2020-02-21,63.82,63.375,1,1,-3.405000000000001,-1.0,0.0
2020-02-24,61.21,62.31,-1,0,-4.960000000000001,-1.0,0.0
2020-02-25,61.8,59.51,-1,0,1.2000000000000028,1.0,1.0
2020-02-26,59.74,59.37,-1,0,-0.03999999999999915,-1.0,1.0
2020-02-27,57.8,58.33,-1,0,-3.769999999999996,-1.0,0.0
2020-02-28,56.29,58.13,-1,0,0.9099999999999966,1.0,0.0
2020-03-02,58.3,60.59,1,0,-7.830000000000005,-1.0,0.0
2020-03-03,60.56,58.75,-1,0,-2.5900000000000034,-1.0,0.0
2020-03-04,60.0,62.55,1,0,-6.959999999999994,-1.0,0.0
2020-03-05,60.78,61.52,1,0,-7.390000000000001,-1.0,0.0
2020-03-06,59.65,59.97,-1,0,-7.920000000000002,-1.0,0.0
2020-03-09,56.6,57.35,-1,0,-0.8800000000000026,1.0,0.0
2020-03-10,59.45,60.71,1,1,-6.280000000000001,-1.0,0.0
2020-03-11,58.75,59.33,-1,1,-6.460000000000001,-1.0,0.0
2020-03-12,55.1,54.56,-1,0,3.1599999999999966,1.0,0.0
2020-03-13,57.0,59.04,1,0,-2.0799999999999983,1.0,0.0
2020-03-16,53.11,52.76,-1,0,5.710000000000001,1.0,0.0
2020-03-17,53.66,56.16,-1,0,3.3200000000000003,1.0,0.0
2020-03-18,53.0,55.59,-1,0,1.9099999999999966,1.0,0.0
2020-03-19,55.62,54.13,-1,0,6.649999999999999,1.0,0.0
2020-03-20,55.25,52.05,-1,0,7.93,1.0,0.0
2020-03-23,52.805,56.47,1,0,5.130000000000003,1.0,0.0
2020-03-24,58.34,54.43,-1,0,5.439999999999998,1.0,0.0
2020-03-25,55.01,52.87,-1,0,8.200000000000003,1.0,0.0
2020-03-26,53.06,57.72,1,0,2.740000000000002,1.0,0.0
2020-03-27,56.55,56.96,1,0,5.789999999999999,1.0,0.0
2020-03-30,58.34,58.47,1,0,4.810000000000002,1.0,0.0
2020-03-31,58.04,59.48,1,0,6.229999999999997,1.0,0.0
2020-04-01,58.0,57.5,1,0,10.549999999999997,1.0,0.0
2020-04-02,58.27,60.78,1,0,6.099999999999994,1.0,0.0
2020-04-03,61.26,59.98,1,0,6.520000000000003,1.0,0.0
2020-04-06,61.13,61.6,1,0,4.119999999999997,1.0,0.0
2020-04-07,62.53,59.87,1,0,7.1100000000000065,1.0,0.0
2020-04-08,60.36,61.07,1,0,4.809999999999995,1.0,0.0
2020-04-09,61.28,60.46,1,0,6.190000000000005,1.0,0.0
2020-04-13,60.3165,62.75,1,0,4.310000000000002,1.0,0.0
2020-04-14,63.98,63.28,1,0,0.5799999999999983,-1.0,0.0
2020-04-15,62.63,65.71,1,0,-0.9199999999999875,-1.0,0.0
2020-04-16,66.4535,68.05,1,0,-4.32,-1.0,0.0
2020-04-17,66.5,66.88,1,0,-2.1599999999999966,-1.0,0.0
2020-04-20,66.62,66.5,1,0,0.20000000000000284,1.0,0.0
2020-04-21,66.24,65.72,1,0,2.8100000000000023,1.0,0.0
2020-04-22,66.7,66.98,1,0,5.890000000000001,1.0,0.0
2020-04-23,66.98,65.88,1,0,7.219999999999999,1.0,0.0
2020-04-24,66.07,66.65,1,0,6.489999999999995,1.0,0.0
2020-04-27,67.39699999999999,67.06,1,0,8.399999999999991,1.0,0.0
2020-04-28,67.0,63.86,-1,0,8.39,1.0,0.0
2020-04-29,64.149,64.79,-1,0,8.879999999999995,1.0,0.0
2020-04-30,64.82,63.73,-1,0,9.229999999999997,1.0,0.0
2020-05-01,63.14,64.72,-1,0,9.200000000000003,1.0,0.0
2020-05-04,65.33,66.7,1,0,6.179999999999993,1.0,0.0
2020-05-05,67.67,68.53,1,0,4.5,1.0,0.0
2020-05-06,74.0,72.87,1,0,0.9099999999999966,1.0,0.0
2020-05-07,72.31,73.1,1,0,-0.6299999999999955,-1.0,0.0
2020-05-08,73.18,73.14,1,0,-0.060000000000002274,1.0,0.0
2020-05-11,73.0609,75.46,1,0,-5.459999999999994,-1.0,0.0
2020-05-12,75.265,72.25,1,0,-2.0999999999999943,-1.0,0.0
2020-05-13,72.51,73.67,1,0,-3.450000000000003,-1.0,0.0
2020-05-14,73.12,72.96,1,0,-0.9799999999999898,1.0,0.0
2020-05-15,72.62,73.92,1,0,-0.9300000000000068,1.0,0.0
2020-05-18,73.86,72.88,1,0,0.10000000000000853,1.0,0.0
2020-05-19,72.9,73.03,1,0,-3.1099999999999994,-1.0,0.0
2020-05-20,73.535,73.78,1,0,-3.969999999999999,-1.0,0.0
2020-05-21,74.36,72.47,-1,0,-3.039999999999992,-1.0,0.0
2020-05-22,73.01,73.08,1,0,-2.3499999999999943,-1.0,1.0
2020-05-26,73.37,70.0,-1,0,2.0,1.0,1.0
2020-05-27,69.29,70.15,-1,0,3.6699999999999875,1.0,1.0
2020-05-28,70.0,70.22,-1,0,1.0600000000000023,-1.0,0.0
2020-05-29,70.66,71.98,1,0,-0.29999999999999716,1.0,0.0
2020-06-01,72.19,72.99,1,0,0.20000000000000284,1.0,1.0
2020-06-02,72.78,72.98,1,0,0.01999999999999602,1.0,1.0
2020-06-03,72.39,69.92,-1,0,5.609999999999999,1.0,1.0
2020-06-04,69.5,69.81,-1,0,6.200000000000003,1.0,1.0
2020-06-05,67.99,69.43,-1,0,7.1499999999999915,1.0,1.0
2020-06-08,68.49,70.73,-1,1,5.390000000000001,1.0,1.0
2020-06-09,71.28,72.0,1,1,4.450000000000003,1.0,0.0
2020-06-10,72.38,73.82,1,1,1.7600000000000051,1.0,0.0
2020-06-11,72.87,71.28,-1,0,4.929999999999993,1.0,0.0
2020-06-12,71.5,71.68,1,0,4.719999999999999,1.0,0.0
2020-06-15,71.48,73.19,1,1,2.3100000000000023,1.0,0.0
2020-06-16,74.0,73.0,1,1,2.9000000000000057,1.0,0.0
2020-06-17,73.69,75.53,1,1,2.5,1.0,0.0
2020-06-18,75.99,76.01,1,1,1.5,1.0,0.0
2020-06-19,76.18,76.58,1,1,2.0900000000000034,1.0,0.0
2020-06-22,76.67,76.12,1,1,2.3799999999999955,1.0,0.0
2020-06-23,76.73,76.45,1,0,2.8299999999999983,1.0,0.0
2020-06-24,76.46,75.58,1,0,5.060000000000002,1.0,0.0
2020-06-25,76.61,76.21,1,0,5.060000000000002,1.0,0.0
2020-06-26,76.54,76.4,1,0,1.5499999999999972,-1.0,0.0
2020-06-29,75.82,75.5,1,0,4.269999999999996,1.0,0.0
2020-06-30,75.69,75.9,1,0,3.25,1.0,0.0
2020-07-01,75.45,78.03,1,0,1.3400000000000034,1.0,0.0
2020-07-02,78.86,77.51,1,0,1.1299999999999955,-1.0,0.0
2020-07-06,78.46,78.67,1,0,2.489999999999995,1.0,0.0
